run,learner_id,country,age_range,highest_education_level,started_course,steps_completed,max_week_completed,last_week,early_dropout,id,left_at,leaving_reason,last_completed_step_at,last_completed_step,last_completed_week_number,last_completed_step_number
6,aa40f2b7-d115-417e-834e-14134454874c,NA,NA,NA,TRUE,0,NA,0,Early,NA,NA,NA,NA,NA,NA,NA
6,a9015053-1a18-4805-9a1c-92e25af1643b,NA,NA,NA,TRUE,1,1,1,Early,NA,NA,NA,NA,NA,NA,NA
6,4f4c198c-b304-49c8-a5a2-afd35c86c1ee,NA,NA,NA,TRUE,0,NA,0,Early,NA,NA,NA,NA,NA,NA,NA
6,d06e4022-5e6b-4ab0-b2c9-4505f594418a,NA,NA,NA,TRUE,18,1,1,Early,NA,NA,NA,NA,NA,NA,NA
6,67b047e0-75cd-441e-9ec6-b2350d0eb2f6,NA,NA,NA,TRUE,0,NA,0,Early,NA,NA,NA,NA,NA,NA,NA
6,247bb59e-b5c1-4f77-a559-52480206323e,NA,NA,NA,TRUE,27,2,2,Later,NA,NA,NA,NA,NA,NA,NA
6,843c3346-a7f3-4649-ae82-aba85b30be63,NA,NA,NA,FALSE,0,NA,0,Not started,NA,NA,NA,NA,NA,NA,NA
6,8bba830c-724a-4ac5-a8f3-57e7e3f1a924,NA,NA,NA,TRUE,17,1,1,Early,NA,NA,NA,NA,NA,NA,NA
6,15e63e83-5a3b-4395-9e13-ca2d306acc91,NA,NA,NA,FALSE,0,NA,0,Not started,NA,NA,NA,NA,NA,NA,NA
6,cf28881c-8311-4f8d-a822-084ecf42b015,NA,NA,NA,FALSE,0,NA,0,Not started,NA,NA,NA,NA,NA,NA,NA
6,f1a218ab-bab6-46b3-b46b-e44a8c548410,NA,NA,NA,TRUE,0,NA,0,Early,NA,NA,NA,NA,NA,NA,NA
